name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
Kyung Ho Kang,Mr. Perfect,19,10,0,175.26,61.23,185.42,Orthodox,1987-09-09,3.35,48.0,3.33,55.0,1.87,57.0,68.0,0.8,38,29,0.6551724137931034,0.3448275862068966,0.0,1.7272727272727273
Benson Henderson,Smooth,24,7,0,175.26,77.11,177.8,Southpaw,1983-11-16,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,41,31,0.7741935483870968,0.22580645161290322,0.0,3.0
Alexander Otsuka,The Diet Butcher,5,13,0,185.42,92.99,181.80887362637364,Orthodox,1971-07-17,0.9,55.0,1.16,51.0,1.51,43.0,53.0,0.8,54,18,0.2777777777777778,0.7222222222222222,0.0,0.35714285714285715
Chris Weidman,The All-American,15,7,0,187.96,83.91,198.12,Orthodox,1984-06-17,2.98,43.0,3.27,50.0,3.6,43.0,65.0,0.8,41,22,0.6818181818181818,0.3181818181818182,0.0,1.875
Bryan Caraway,Kid Lightning,21,9,0,172.72,61.23,172.72,Orthodox,1984-08-04,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8,41,30,0.7,0.3,0.0,2.1
Amanda Ribas,The Beast,12,4,0,160.02,52.16,167.64,Orthodox,1993-08-26,4.92,42.0,3.33,63.0,1.99,51.0,87.0,0.8,32,16,0.75,0.25,0.0,2.4
Reginaldo Vieira,The Beast,13,5,0,170.18,61.23,165.1,Orthodox,1982-11-26,3.76,40.0,2.89,59.0,1.97,27.0,25.0,0.8,42,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Tamires Vidal,Tractor,7,2,0,167.64,61.23,172.72,Orthodox,1998-07-27,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8,27,9,0.7777777777777778,0.2222222222222222,0.0,2.3333333333333335
Antonio Carlos Junior,Cara de Sapato,11,5,0,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,35,16,0.6875,0.3125,0.0,1.8333333333333333
Craig White,The Thundercat,14,9,0,187.96,77.11,193.04,Orthodox,1990-07-01,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8,35,23,0.6086956521739131,0.391304347826087,0.0,1.4
Urijah Faber,The California Kid,35,11,0,167.64,61.23,170.18,Orthodox,1979-05-14,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,46,46,0.7608695652173914,0.2391304347826087,0.0,2.9166666666666665
Fabio Nascimento,Negao,11,6,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8,38,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Frank Gomez,The Beast,10,6,0,177.8,61.23,170.18,Orthodox,1986-03-31,1.52,48.0,0.79,66.0,1.14,60.0,70.0,0.8,39,16,0.625,0.375,0.0,1.4285714285714286
Chad Anheliger,The Monster,12,7,0,167.64,61.23,162.56,Orthodox,1986-12-01,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8,38,19,0.631578947368421,0.3684210526315789,0.0,1.5
Diego Sanchez,Nightmare,31,13,0,177.8,77.11,182.88,Southpaw,1981-12-31,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,43,44,0.7045454545454546,0.29545454545454547,0.0,2.2142857142857144
Chris Leben,The Crippler,22,11,0,180.34,83.91,185.42,Southpaw,1980-07-21,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,45,33,0.6666666666666666,0.3333333333333333,0.0,1.8333333333333333
Julianna Pena,The Venezuelan Vixen,12,5,0,167.64,61.23,175.26,Orthodox,1989-08-19,3.16,47.0,2.3,50.0,1.94,55.0,23.0,0.8,36,17,0.7058823529411765,0.29411764705882354,0.0,2.0
Katsunori Kikuno,The Beast,24,8,2,172.72,65.77,167.64,Orthodox,1981-10-31,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,43,34,0.7058823529411765,0.23529411764705882,0.058823529411764705,2.6666666666666665
Wellington Turman,The Prodigy,18,8,0,182.88,77.11,182.88,Orthodox,1996-07-22,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8,29,26,0.6923076923076923,0.3076923076923077,0.0,2.0
Kyle Noke,The Beast,22,10,1,185.42,77.11,193.04,Southpaw,1980-03-18,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,45,33,0.6666666666666666,0.30303030303030304,0.030303030303030304,2.0
Kanako Murata,The Beast,12,3,0,154.94,52.16,157.48,Orthodox,1993-08-10,2.15,56.0,2.4,53.0,3.38,56.0,100.0,0.8,32,15,0.8,0.2,0.0,3.0
Alistair Overeem,The Demolition Man,47,19,0,193.04,120.2,203.2,Orthodox,1980-05-17,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,45,66,0.7121212121212122,0.2878787878787879,0.0,2.35
John Teixeira,Macapa,21,2,2,170.18,65.77,181.80887362637364,Orthodox,1986-11-18,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7,38,25,0.84,0.08,0.08,7.0
Tony Sims,The Beast,12,4,0,180.34,70.31,177.8,Southpaw,1985-10-14,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7,39,16,0.75,0.25,0.0,2.4
Renato Moicano,The Beast,17,5,1,180.34,70.31,182.88,Orthodox,1989-05-21,4.75,47.0,4.07,60.0,1.66,46.0,74.0,0.7,36,23,0.7391304347826086,0.21739130434782608,0.043478260869565216,2.8333333333333335
Khama Worthy,The Death Star,16,9,0,180.34,70.31,187.96,Orthodox,1986-10-15,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7,38,25,0.64,0.36,0.0,1.6
Jack Shore,Tank,17,1,0,172.72,61.23,180.34,Orthodox,1995-02-06,3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7,30,18,0.9444444444444444,0.05555555555555555,0.0,8.5
Felipe Arantes,Sertanejo,18,10,1,172.72,61.23,185.42,Orthodox,1988-02-09,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,37,29,0.6206896551724138,0.3448275862068966,0.034482758620689655,1.6363636363636365
Claudia Gadelha,Claudinha,18,5,0,162.56,52.16,160.02,Orthodox,1988-12-07,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7,36,23,0.782608695652174,0.21739130434782608,0.0,3.0
Joaquim Silva,Netto BJJ,13,5,0,172.72,70.31,175.26,Southpaw,1989-02-05,3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7,36,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Daiki Hata,DJ Taiki,17,11,7,167.64,63.05,181.80887362637364,Orthodox,1982-08-24,1.44,39.0,1.42,55.0,0.67,100.0,35.0,0.7,43,35,0.4857142857142857,0.3142857142857143,0.2,1.4166666666666667
George Sullivan,The Silencer,17,7,0,182.88,77.11,185.42,Orthodox,1981-03-13,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,44,24,0.7083333333333334,0.2916666666666667,0.0,2.125
Ramazan Emeev,Gorets,20,6,0,177.8,77.11,193.04,Southpaw,1987-05-23,2.53,45.0,2.14,65.0,2.37,29.0,66.0,0.7,38,26,0.7692307692307693,0.23076923076923078,0.0,2.857142857142857
Mitsuhiro Ishida,The Endless Warrior,20,8,1,167.64,69.85,181.80887362637364,Southpaw,1978-12-29,1.46,41.0,1.13,61.0,4.76,53.0,33.0,0.7,46,29,0.6896551724137931,0.27586206896551724,0.034482758620689655,2.2222222222222223
Yair Rodriguez,El Pantera,16,4,0,180.34,65.77,180.34,Orthodox,1992-10-06,4.63,46.0,4.07,51.0,0.73,28.0,59.0,0.7,32,20,0.8,0.2,0.0,3.2
Scott Jorgensen,Young Guns,15,12,0,165.1,61.23,167.64,Orthodox,1982-09-17,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,42,27,0.5555555555555556,0.4444444444444444,0.0,1.1538461538461537
Casey O'Neill,King,9,1,0,167.64,56.7,175.26,Orthodox,1997-10-07,8.77,55.0,5.9,58.0,1.96,42.0,71.0,0.7,27,10,0.9,0.1,0.0,4.5
Ian Freeman,The Machine,20,7,1,180.34,102.06,181.80887362637364,Orthodox,1966-11-10,2.54,48.0,3.11,44.0,1.44,40.0,80.0,0.7,58,28,0.7142857142857143,0.25,0.03571428571428571,2.5
Diego Saraiva,The Octopus,22,20,1,167.64,70.31,181.80887362637364,Orthodox,1982-04-23,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,43,43,0.5116279069767442,0.46511627906976744,0.023255813953488372,1.0476190476190477
Alexis Davis,The Beast,21,11,0,167.64,61.23,172.72,Orthodox,1984-10-04,4.63,49.0,4.45,54.0,0.95,44.0,34.0,0.7,40,32,0.65625,0.34375,0.0,1.75
Brian Camozzi,Mantis,7,5,0,187.96,77.11,198.12,Orthodox,1991-06-24,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7,34,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Lucie Pudilova,The Beast,14,9,0,172.72,61.23,170.18,Orthodox,1994-06-13,3.68,37.0,3.83,51.0,0.55,27.0,66.0,0.7,31,23,0.6086956521739131,0.391304347826087,0.0,1.4
Ricardo Ramos,The Beast,16,5,0,175.26,65.77,182.88,Orthodox,1995-08-01,3.21,37.0,3.78,57.0,2.79,59.0,72.0,0.7,30,21,0.7619047619047619,0.23809523809523808,0.0,2.6666666666666665
Matt Mitrione,The Beast,12,5,0,190.5,120.2,208.28,Switch,1978-07-15,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,47,17,0.7058823529411765,0.29411764705882354,0.0,2.0
Joe Duffy,Irish,16,5,0,177.8,70.31,185.42,Orthodox,1988-02-18,2.68,34.0,3.78,54.0,0.96,66.0,64.0,0.7,37,21,0.7619047619047619,0.23809523809523808,0.0,2.6666666666666665
Anderson Dos Santos,Berinja,21,9,0,165.1,61.23,177.8,Orthodox,1985-07-24,2.7,25.0,5.37,49.0,0.98,14.0,66.0,0.7,40,30,0.7,0.3,0.0,2.1
Milton Vieira,Miltinho,13,8,2,182.88,65.77,181.80887362637364,Orthodox,1978-10-04,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7,46,23,0.5652173913043478,0.34782608695652173,0.08695652173913043,1.4444444444444444
David Kaplan,Diamond,3,4,0,170.18,70.31,181.80887362637364,Orthodox,1979-11-16,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7,45,7,0.42857142857142855,0.5714285714285714,0.0,0.6
Amanda Nunes,The Lioness,23,5,0,172.72,61.23,175.26,Orthodox,1988-05-30,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,37,28,0.8214285714285714,0.17857142857142858,0.0,3.8333333333333335
Robert Sanchez,Littlefury,8,2,0,167.64,56.7,167.64,Orthodox,1986-03-05,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,39,10,0.8,0.2,0.0,2.6666666666666665
Rich Franklin,Ace,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,50,36,0.8055555555555556,0.19444444444444445,0.0,3.625
Manvel Gamburyan,The Anvil,15,10,0,165.1,61.23,170.18,Orthodox,1981-05-08,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,44,25,0.6,0.4,0.0,1.3636363636363635
Don Madge,Magic Man,9,3,1,182.88,70.31,182.88,Southpaw,1990-11-12,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,34,13,0.6923076923076923,0.23076923076923078,0.07692307692307693,2.25
Brad Scott,Bear,11,6,0,185.42,77.11,193.04,Orthodox,1989-06-24,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,36,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Mandy Bohm,Monster,8,2,0,170.18,56.7,180.34,Orthodox,1989-07-30,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7,36,10,0.8,0.2,0.0,2.6666666666666665
Michelle Waterson-Gomez,The Karate Hottie,18,12,0,160.02,52.16,157.48,Orthodox,1986-01-06,3.56,46.0,4.19,49.0,1.42,32.0,70.0,0.7,39,30,0.6,0.4,0.0,1.3846153846153846
Rafael Estevam,Macapa,12,0,0,172.72,56.7,175.26,Orthodox,1996-08-10,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7,29,12,1.0,0.0,0.0,12.0
Matt Sayles,The Beast,8,4,0,170.18,70.31,172.72,Orthodox,1994-02-21,4.83,41.0,2.81,61.0,0.36,16.0,81.0,0.7,31,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Mauricio Rua,Shogun,27,14,1,185.42,92.99,193.04,Orthodox,1981-11-25,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,43,42,0.6428571428571429,0.3333333333333333,0.023809523809523808,1.8
Steven Peterson,Ocho,19,11,0,177.8,65.77,177.8,Orthodox,1990-05-29,4.76,40.0,5.94,53.0,1.42,26.0,64.0,0.7,35,30,0.6333333333333333,0.36666666666666664,0.0,1.5833333333333333
Amir Albazi,The Prince,17,1,0,165.1,56.7,172.72,Orthodox,1993-10-27,2.8,39.0,3.07,63.0,1.71,33.0,40.0,0.7,31,18,0.9444444444444444,0.05555555555555555,0.0,8.5
Niklas Stolze,Green Mask,12,6,0,185.42,70.31,187.96,Switch,1992-12-28,2.12,48.0,2.25,49.0,0.66,100.0,55.0,0.7,32,18,0.6666666666666666,0.3333333333333333,0.0,1.7142857142857142
Darren Uyenoyama,BC,10,6,0,167.64,56.7,165.1,Orthodox,1979-10-15,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,45,16,0.625,0.375,0.0,1.4285714285714286
Drew McFedries,The Massacre,12,7,0,182.88,83.91,182.88,Southpaw,1978-07-27,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,47,19,0.631578947368421,0.3684210526315789,0.0,1.5
Niko Price,The Hybrid,15,7,0,182.88,77.11,193.04,Orthodox,1989-09-29,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7,35,22,0.6818181818181818,0.3181818181818182,0.0,1.875
Marcio Alexandre Junior,Lyoto,17,4,0,182.88,83.91,190.5,Southpaw,1989-05-05,1.61,45.0,2.89,42.0,0.35,20.0,66.0,0.7,36,21,0.8095238095238095,0.19047619047619047,0.0,3.4
Olaf Alfonso,The Beast,8,12,0,187.96,77.11,181.80887362637364,Orthodox,1974-08-06,1.65,38.0,4.77,53.0,0.37,7.0,22.0,0.7,51,20,0.4,0.6,0.0,0.6153846153846154
Alex Caceres,Bruce Leeroy,21,14,0,177.8,65.77,185.42,Southpaw,1988-06-20,4.16,50.0,2.93,63.0,0.56,68.0,64.0,0.7,37,35,0.6,0.4,0.0,1.4
Trevor Smith,Hot Sauce,15,10,0,190.5,83.91,190.5,Orthodox,1981-01-05,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,44,25,0.6,0.4,0.0,1.3636363636363635
Daniel Sarafian,The Beast,10,6,0,175.26,83.91,185.42,Orthodox,1982-08-21,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7,43,16,0.625,0.375,0.0,1.4285714285714286
Heath Herring,The Texas Crazy Horse,28,16,0,193.04,113.4,198.12,Orthodox,1978-03-02,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,47,44,0.6363636363636364,0.36363636363636365,0.0,1.6470588235294117
Viviane Araujo,Vivi,12,5,0,162.56,56.7,172.72,Orthodox,1986-11-21,4.34,47.0,5.19,55.0,1.83,46.0,77.0,0.7,38,17,0.7058823529411765,0.29411764705882354,0.0,2.0
Dustin Stoltzfus,The Beast,15,5,0,182.88,83.91,190.5,Orthodox,1991-11-15,3.49,44.0,3.29,48.0,2.4,40.0,46.0,0.7,33,20,0.75,0.25,0.0,2.5
Francis Marshall,Fire,7,2,0,175.26,65.77,182.88,Orthodox,1999-03-03,3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7,26,9,0.7777777777777778,0.2222222222222222,0.0,2.3333333333333335
Phillipe Nover,The Filipino Assassin,11,8,1,175.26,65.77,182.88,Orthodox,1984-02-03,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,41,20,0.55,0.4,0.05,1.2222222222222223
Chris Heatherly,Stump,9,4,0,175.26,70.31,181.80887362637364,Orthodox,1987-11-24,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,37,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Rodrigo Nascimento,Ze Colmeia,11,1,0,187.96,111.58,203.2,Orthodox,1992-11-26,4.31,48.0,4.76,43.0,1.2,33.0,77.0,0.7,32,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Brandon Thatch,Rukus,11,5,0,187.96,77.11,187.96,Switch,1985-07-11,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7,40,16,0.6875,0.3125,0.0,1.8333333333333333
William Gomis,Jaguar,13,2,0,182.88,65.77,185.42,Southpaw,1997-06-13,2.62,46.0,1.49,75.0,1.06,60.0,81.0,0.7,28,15,0.8666666666666667,0.13333333333333333,0.0,4.333333333333333
Mike Russow,The Beast,15,3,0,185.42,115.67,185.42,Orthodox,1976-09-11,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,49,18,0.8333333333333334,0.16666666666666666,0.0,3.75
Buddy Roberts,The Beast,12,3,0,187.96,83.91,181.80887362637364,Orthodox,1982-10-17,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,42,15,0.8,0.2,0.0,3.0
Drako Rodriguez,The Beast,7,3,0,172.72,61.23,175.26,Orthodox,1996-06-16,3.37,36.0,4.4,58.0,2.93,66.0,75.0,0.7,29,10,0.7,0.3,0.0,1.75
Vinicius Queiroz,Spartan,8,4,0,200.66,99.79,181.80887362637364,Orthodox,1983-08-29,3.67,51.0,4.1,41.0,5.07,70.0,100.0,0.7,42,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Tereza Bleda,The Beast,7,1,0,175.26,56.7,180.34,Orthodox,2001-11-30,3.02,53.0,1.86,46.0,1.81,27.0,83.0,0.7,23,8,0.875,0.125,0.0,3.5
Forrest Griffin,The Beast,19,7,0,190.5,92.99,195.58,Orthodox,1979-03-16,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,46,26,0.7307692307692307,0.2692307692307692,0.0,2.375
Don Frye,The Predator,20,9,1,185.42,99.34,181.80887362637364,Orthodox,1965-11-23,2.87,64.0,3.57,37.0,0.91,57.0,45.0,0.7,59,30,0.6666666666666666,0.3,0.03333333333333333,2.0
Junior Assuncao,The Beast,16,6,0,175.26,65.77,182.88,Orthodox,1981-06-24,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,44,22,0.7272727272727273,0.2727272727272727,0.0,2.2857142857142856
Reuben Duran,The Beast,11,7,1,170.18,61.23,180.34,Orthodox,1983-07-02,3.19,49.0,2.61,50.0,0.98,23.0,25.0,0.7,42,19,0.5789473684210527,0.3684210526315789,0.05263157894736842,1.375
Gray Maynard,The Beast,13,7,1,175.26,70.31,177.8,Orthodox,1979-05-09,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,46,21,0.6190476190476191,0.3333333333333333,0.047619047619047616,1.625
James Vick,The Texecutioner,13,5,0,190.5,70.31,193.04,Orthodox,1987-02-23,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,38,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Brian Kelleher,Boom,24,14,0,167.64,61.23,167.64,Switch,1986-08-19,3.36,41.0,4.61,54.0,1.79,42.0,60.0,0.7,39,38,0.631578947368421,0.3684210526315789,0.0,1.6
Diego Ferreira,The Beast,18,5,0,175.26,70.31,187.96,Orthodox,1985-01-18,4.66,37.0,3.42,56.0,0.71,22.0,63.0,0.7,40,23,0.782608695652174,0.21739130434782608,0.0,3.0
Alex Stiebling,The Brazilian Killa,19,11,1,187.96,92.99,181.80887362637364,Southpaw,1987-01-21,1.77,42.0,1.45,52.0,0.35,66.0,66.0,0.7,38,31,0.6129032258064516,0.3548387096774194,0.03225806451612903,1.5833333333333333
Scott Askham,The Beast,14,4,0,190.5,83.91,190.5,Southpaw,1988-05-20,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,37,18,0.7777777777777778,0.2222222222222222,0.0,2.8
Kalindra Faria,The Beast,18,8,1,170.18,56.7,181.80887362637364,Switch,1986-07-23,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7,39,27,0.6666666666666666,0.2962962962962963,0.037037037037037035,2.0
Keith Jardine,The Dean of Mean,17,11,2,187.96,83.91,193.04,Orthodox,1975-10-31,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,49,30,0.5666666666666667,0.36666666666666664,0.06666666666666667,1.4166666666666667
David Michaud,BullDawg,11,3,0,175.26,70.31,181.80887362637364,Orthodox,1988-11-10,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7,36,14,0.7857142857142857,0.21428571428571427,0.0,2.75
Luana Carolina,Dread,9,4,0,167.64,56.7,175.26,Orthodox,1993-06-11,4.65,50.0,4.0,47.0,0.15,25.0,76.0,0.7,32,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Travis Lutter,The Serial Killer,10,6,0,180.34,83.91,190.5,Orthodox,1973-05-12,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,52,16,0.625,0.375,0.0,1.4285714285714286
Anthony Smith,Lionheart,37,18,0,193.04,92.99,193.04,Orthodox,1988-07-26,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7,37,55,0.6727272727272727,0.32727272727272727,0.0,1.9473684210526316
John Polakowski,Buckets of Blood,2,2,0,177.8,70.31,181.80887362637364,Orthodox,1981-06-21,2.6,26.0,2.83,50.0,0.0,0.0,87.0,0.7,44,4,0.5,0.5,0.0,0.6666666666666666
Vicente Luque,The Silent Assassin,22,9,1,180.34,77.11,190.5,Orthodox,1991-11-27,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7,33,32,0.6875,0.28125,0.03125,2.2
David Baron,The Beast,17,4,1,167.64,70.31,181.80887362637364,Switch,1973-02-15,1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7,52,22,0.7727272727272727,0.18181818181818182,0.045454545454545456,3.4
Ricardo Abreu,Demente,5,1,0,180.34,83.91,181.80887362637364,Orthodox,1984-04-27,3.79,31.0,3.98,68.0,2.13,42.0,100.0,0.7,41,6,0.8333333333333334,0.16666666666666666,0.0,2.5
DaMarques Johnson,Darkness,15,15,0,185.42,77.11,190.5,Orthodox,1982-06-28,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,43,30,0.5,0.5,0.0,0.9375
Darrell Horcher,The Saint,13,4,0,177.8,70.31,177.8,Southpaw,1987-07-28,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7,38,17,0.7647058823529411,0.23529411764705882,0.0,2.6
Kyle Nelson,The Monster,15,5,1,180.34,65.77,180.34,Switch,1991-04-20,3.46,44.0,4.56,52.0,1.15,20.0,73.0,0.7,34,21,0.7142857142857143,0.23809523809523808,0.047619047619047616,2.5
Damien Brown,Beatdown,17,12,0,177.8,70.31,172.72,Orthodox,1984-12-25,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,40,29,0.5862068965517241,0.41379310344827586,0.0,1.3076923076923077
Tim Kennedy,The Beast,18,6,0,180.34,83.91,187.96,Orthodox,1979-09-01,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,46,24,0.75,0.25,0.0,2.5714285714285716
Gustavo Lopez,The Beast,12,6,1,165.1,61.23,170.18,Orthodox,1989-06-27,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,36,19,0.631578947368421,0.3157894736842105,0.05263157894736842,1.7142857142857142
Yoshiro Maeda,The Beast,35,16,5,170.18,63.05,172.72,Southpaw,1981-10-31,2.36,33.0,2.55,63.0,2.93,51.0,50.0,0.7,43,56,0.625,0.2857142857142857,0.08928571428571429,2.0588235294117645
Kenji Osawa,The Beast,20,11,2,170.18,61.23,167.64,Orthodox,1976-11-04,2.34,35.0,2.14,63.0,0.91,58.0,68.0,0.7,48,33,0.6060606060606061,0.3333333333333333,0.06060606060606061,1.6666666666666667
Yves Edwards,The Beast,42,22,1,175.26,70.31,185.42,Southpaw,1976-09-30,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,48,65,0.6461538461538462,0.3384615384615385,0.015384615384615385,1.826086956521739
Maryna Moroz,Iron Lady,11,5,0,170.18,56.7,170.18,Orthodox,1991-09-08,4.15,31.0,4.42,53.0,0.67,22.0,45.0,0.7,34,16,0.6875,0.3125,0.0,1.8333333333333333
Thiago Silva,The Beast,19,6,0,187.96,92.99,187.96,Orthodox,1982-11-12,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,42,25,0.76,0.24,0.0,2.7142857142857144
Brad Blackburn,Bad Brad,18,13,1,177.8,77.11,185.42,Orthodox,1977-05-25,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,48,32,0.5625,0.40625,0.03125,1.2857142857142858
Yancy Medeiros,The Beast,15,8,0,177.8,70.31,190.5,Orthodox,1987-09-07,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,38,23,0.6521739130434783,0.34782608695652173,0.0,1.6666666666666667
Jameel Massouh,The Beast,26,9,0,177.8,65.77,182.88,Orthodox,1984-09-12,1.91,54.0,2.62,55.0,0.67,15.0,50.0,0.7,41,35,0.7428571428571429,0.2571428571428571,0.0,2.6
Ian Heinisch,The Hurricane,14,5,0,180.34,83.91,182.88,Orthodox,1988-08-05,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7,37,19,0.7368421052631579,0.2631578947368421,0.0,2.3333333333333335
Katsuyori Shibata,The Beast,4,11,1,182.88,76.2,181.80887362637364,Orthodox,1979-11-17,2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7,45,16,0.25,0.6875,0.0625,0.3333333333333333
Steve Cantwell,The Robot,7,6,0,187.96,83.91,190.5,Orthodox,1986-12-08,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,38,13,0.5384615384615384,0.46153846153846156,0.0,1.0
Vanessa Demopoulos,Lil Monster,10,5,0,157.48,52.16,149.86,Orthodox,1988-09-22,3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7,36,15,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
Jeff Monson,The Snowman,60,26,1,175.26,112.04,187.96,Orthodox,1971-01-18,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,54,87,0.6896551724137931,0.2988505747126437,0.011494252873563218,2.2222222222222223
Guto Inocente,The Beast,7,4,0,190.5,92.99,181.80887362637364,Orthodox,1986-05-29,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7,39,11,0.6363636363636364,0.36363636363636365,0.0,1.4
Leo Kuntz,The Lion,18,4,1,177.8,70.31,181.80887362637364,Orthodox,1983-10-03,1.68,32.0,3.8,45.0,1.99,25.0,33.0,0.7,41,23,0.782608695652174,0.17391304347826086,0.043478260869565216,3.6
Devin Powell,The Beast,9,4,0,182.88,70.31,185.42,Orthodox,1988-03-01,2.88,41.0,3.67,51.0,0.0,0.0,0.0,0.6,37,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Marcus LeVesseur,The Prospect,22,7,0,175.26,70.31,177.8,Southpaw,1982-07-17,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,43,29,0.7586206896551724,0.2413793103448276,0.0,2.75
